City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Siilinjarvi,FI,63.0833,27.6667,35.6,93,90,5.75
381,Teknaf,BD,20.8624,92.3058,77.18,89,60,3.58
382,Port Augusta,AU,-32.5,137.7667,53.6,76,75,8.05
383,Atbasar,KZ,51.8,68.3333,38.14,71,8,5.97
384,Bathsheba,BB,13.2167,-59.5167,82.4,57,75,18.41
385,Oranjemund,NA,-28.55,16.4333,59.63,92,33,2.59
386,Baglung,NP,28.2719,83.5898,60.21,62,70,5.88
387,Hay River,CA,60.8156,-115.7999,24.8,86,100,14.97
388,Denpasar,ID,-8.65,115.2167,77.0,78,20,1.14
389,Vostok,RU,46.4856,135.8833,39.83,45,0,3.38
390,Mindelo,CV,16.8901,-24.9804,71.6,68,75,17.27
391,Norman,US,35.2226,-97.4395,60.01,25,1,11.5
392,Santa Cruz De Tenerife,ES,28.4682,-16.2546,64.99,88,75,19.57
393,Moses Lake,US,47.1301,-119.2781,71.6,20,1,6.91
394,Kaputa,ZM,-8.4689,29.6619,68.43,88,100,1.59
395,Rabat,MA,33.9911,-6.8401,64.0,88,99,6.78
396,Santa Rosa,PH,14.3122,121.1114,82.4,78,40,1.14
397,Bonanza,NI,14.0289,-84.591,90.88,36,95,5.86
398,Isla Vista,US,34.4133,-119.861,66.0,52,40,8.05
399,Kahului,US,20.8947,-156.47,84.2,61,40,16.11
400,Nabire,ID,-3.3667,135.4833,76.17,87,96,2.66
401,Zaqatala,AZ,41.6336,46.6433,64.4,68,75,13.8
402,Xining,CN,36.6167,101.7667,46.58,56,49,3.0
403,Atar,MR,20.5169,-13.0499,84.72,10,9,7.67
404,Oussouye,SN,12.485,-16.5469,77.0,78,0,6.91
405,San Carlos,VE,9.6612,-68.5827,96.33,22,2,3.4
406,Guerrero Negro,MX,27.9769,-114.0611,66.52,55,40,16.22
407,Urucara,BR,-2.5364,-57.76,76.84,92,90,1.59
408,Balkanabat,TM,39.5108,54.3671,72.41,22,84,20.38
409,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.4,100,75,6.71
